Observer,Rd.Observation,Collect.Mode,Image,Degree,Degree_observed,Line Lengths
Observer A,1,Semi-Auto,OR153,99,98.871,31.87765864
Observer A,1,Semi-Auto,OR153,102,101.925,36.53235551
Observer A,1,Semi-Auto,OR153,105,104.815,37.34435118
Observer A,1,Semi-Auto,OR153,108,107.824,37.72924209
Observer A,1,Semi-Auto,OR153,111,110.861,38.04708749
Observer A,1,Semi-Auto,OR153,114,113.813,38.95592668
Observer A,1,Semi-Auto,OR153,117,116.91,40.56874376
Observer A,1,Semi-Auto,OR153,120,119.915,41.730866
Observer A,1,Semi-Auto,OR153,123,122.942,42.44725973
Observer A,1,Semi-Auto,OR153,126,125.826,41.92082829
Observer A,1,Semi-Auto,OR153,129,128.805,39.31474433
Observer A,1,Semi-Auto,OR153,132,131.998,34.40179807
Observer A,1,Semi-Auto,OR153,135,134.796,36.14498143
Observer A,1,Semi-Auto,OR153,138,137.69,38.36120814
Observer A,1,Semi-Auto,OR153,141,140.863,40.89652183
Observer A,1,Semi-Auto,OR153,144,143.955,42.93023574
Observer A,1,Semi-Auto,OR153,147,146.88,43.07177627
Observer A,1,Semi-Auto,OR153,150,149.92,42.42739439
Observer A,1,Semi-Auto,OR153,153,152.828,42.18776876
Observer A,1,Semi-Auto,OR153,156,156.025,42.26971327
Observer A,1,Semi-Auto,OR153,159,158.989,42.83090906
Observer A,1,Semi-Auto,OR153,162,162.016,43.84652443
Observer A,1,Semi-Auto,OR153,165,164.979,44.86834773
Observer A,1,Semi-Auto,OR153,168,167.764,46.28747777
Observer A,1,Semi-Auto,OR153,171,171.051,46.71085777
Observer A,1,Semi-Auto,OR153,174,173.824,45.59467413
Observer A,1,Semi-Auto,OR153,177,176.767,27.47376165
Observer A,1,Semi-Auto,OR241,3,2.667,32.25069626
Observer A,1,Semi-Auto,OR241,6,5.764,31.87734805
Observer A,1,Semi-Auto,OR241,9,8.664,31.88009326
Observer A,1,Semi-Auto,OR241,12,11.739,31.47517517
Observer A,1,Semi-Auto,OR241,15,14.629,30.50611697
Observer A,1,Semi-Auto,OR241,18,18.043,27.78424386
Observer A,1,Semi-Auto,OR241,21,20.864,26.13162901
Observer A,1,Semi-Auto,OR241,24,23.587,15.5200299
Observer A,1,Semi-Auto,OR241,27,27.08,14.9627528
Observer A,1,Semi-Auto,OR241,30,29.56,15.43081066
Observer A,1,Semi-Auto,OR241,33,32.779,15.72454785
Observer A,1,Semi-Auto,OR241,36,35.742,16.28731536
Observer A,1,Semi-Auto,OR241,39,38.766,16.95440076
Observer A,1,Semi-Auto,OR241,42,41.743,17.44716548
Observer A,1,Semi-Auto,OR241,45,44.772,17.77247255
Observer A,1,Semi-Auto,OR241,48,47.851,18.50132511
Observer A,1,Semi-Auto,OR241,51,50.667,18.64133069
Observer A,1,Semi-Auto,OR241,54,53.795,18.98448161
Observer A,1,Semi-Auto,OR241,57,56.64,19.29880786
Observer A,1,Semi-Auto,OR241,60,59.744,19.47312852
Observer A,1,Semi-Auto,OR241,63,62.904,19.34410378
Observer A,1,Semi-Auto,OR241,66,65.731,19.00095285
Observer A,1,Semi-Auto,OR241,69,69.092,19.07781866
Observer A,1,Semi-Auto,OR241,72,71.565,19.62960534
Observer A,1,Semi-Auto,OR241,75,74.568,19.94118638
Observer A,1,Semi-Auto,OR241,78,77.747,20.2843373
Observer A,1,Semi-Auto,OR241,81,80.676,20.39140039
Observer A,1,Semi-Auto,OR241,84,83.754,20.24315919
Observer A,1,Semi-Auto,OR241,87,86.6,20.25825783
Observer A,1,Semi-Auto,OR241,90,89.715,20.12237007
Observer A,1,Semi-Auto,OR241,93,92.779,20.64670468
Observer A,1,Semi-Auto,OR241,96,95.87,21.53477926
Observer A,1,Semi-Auto,OR241,99,98.865,22.08519334
Observer A,1,Semi-Auto,OR241,102,102.022,22.1057824
Observer A,1,Semi-Auto,OR241,105,104.88,21.44006961
Observer A,1,Semi-Auto,OR241,108,107.723,20.38865518
Observer A,1,Semi-Auto,OR241,111,110.726,19.80255341
Observer A,1,Semi-Auto,OR241,114,113.902,19.27410099
Observer A,1,Semi-Auto,OR241,117,116.834,19.07507345
Observer A,1,Semi-Auto,OR241,120,119.745,18.56721009
Observer A,1,Semi-Auto,OR241,123,122.716,17.97150009
Observer A,1,Semi-Auto,OR241,126,125.69,17.50756004
Observer A,1,Semi-Auto,OR241,129,129.174,17.43892986
Observer A,1,Semi-Auto,OR241,132,132.035,17.79580682
Observer A,1,Semi-Auto,OR241,135,135.441,18.40936067
Observer A,1,Semi-Auto,OR241,138,137.99,18.99958025
Observer A,1,Semi-Auto,OR241,141,141.02,19.5760738
Observer A,1,Semi-Auto,OR241,144,143.824,19.84373152
Observer A,1,Semi-Auto,OR241,147,147.265,19.99471793
Observer A,1,Semi-Auto,OR241,150,150.076,19.86843839
Observer A,1,Semi-Auto,OR241,153,153.076,21.44418742
Observer A,1,Semi-Auto,OR241,156,156.038,22.67404032
Observer A,1,Semi-Auto,OR241,159,159.01,26.26065376
Observer A,1,Semi-Auto,OR241,162,162.167,27.12127627
Observer A,1,Semi-Auto,OR241,165,164.915,26.53242929
Observer A,1,Semi-Auto,OR241,168,168.111,25.26139828
Observer A,1,Semi-Auto,OR241,171,171.027,25.02668305
Observer A,1,Semi-Auto,OR241,174,174.223,25.85024526
Observer A,1,Semi-Auto,OR241,177,177.115,25.85299047
Observer A,1,Semi-Auto,OR317,3,3.27,31.02052275
Observer A,1,Semi-Auto,OR317,6,6.589,27.00886249
Observer A,1,Semi-Auto,OR317,9,9.242,26.46824985
Observer A,1,Semi-Auto,OR317,12,12.232,25.91917124
Observer A,1,Semi-Auto,OR317,15,15.396,25.35799838
Observer A,1,Semi-Auto,OR317,18,18.166,23.87403482
Observer A,1,Semi-Auto,OR317,21,21.203,22.06231729
Observer A,1,Semi-Auto,OR317,24,24.444,19.30120171
Observer A,1,Semi-Auto,OR317,27,27.324,17.99018581
Observer A,1,Semi-Auto,OR317,30,30.822,12.35064051
Observer A,1,Semi-Auto,OR317,33,33.219,12.04223732
Observer A,1,Semi-Auto,OR317,36,36.277,12.05433156
Observer A,1,Semi-Auto,OR317,39,39.198,11.85235771
Observer A,1,Semi-Auto,OR317,42,42.153,11.4326875
Observer A,1,Semi-Auto,OR317,45,45.335,10.79532091
Observer A,1,Semi-Auto,OR317,48,47.968,8.565142584
Observer A,1,Semi-Auto,OR317,51,51.68,7.106576931
Observer A,1,Semi-Auto,OR317,54,54.197,6.770356987
Observer A,1,Semi-Auto,OR317,57,57.829,6.597409319
Observer A,1,Semi-Auto,OR317,60,60.555,6.417205105
Observer A,1,Semi-Auto,OR317,63,63.06,6.172901405
Observer A,1,Semi-Auto,OR317,66,66.218,5.825796643
Observer A,1,Semi-Auto,OR317,69,68.703,5.724205006
Observer A,1,Semi-Auto,OR317,72,72.15,5.605681428
Observer A,1,Semi-Auto,OR317,75,74.827,5.530697125
Observer A,1,Semi-Auto,OR317,78,77.574,5.467807063
Observer A,1,Semi-Auto,OR317,81,81.327,5.403707578
Observer A,1,Semi-Auto,OR317,84,84.193,5.369843698
Observer A,1,Semi-Auto,OR317,87,87.089,5.349283486
Observer A,1,Semi-Auto,OR317,90,90,5.343236365
Observer A,1,Semi-Auto,OR317,93,92.911,5.349283486
Observer A,1,Semi-Auto,OR317,96,95.807,5.369843698
Observer A,1,Semi-Auto,OR317,99,98.673,5.403707578
Observer A,1,Semi-Auto,OR317,102,101.497,5.449665699
Observer A,1,Semi-Auto,OR317,105,104.995,5.252529546
Observer A,1,Semi-Auto,OR317,108,107.418,4.854628965
Observer A,1,Semi-Auto,OR317,111,110.556,4.662330508
Observer A,1,Semi-Auto,OR317,114,113.499,4.564367144
Observer A,1,Semi-Auto,OR317,117,115.514,4.44100587
Observer A,1,Semi-Auto,OR317,120,118.706,4.364812141
Observer A,1,Semi-Auto,OR317,123,121.373,4.37569696
Observer A,1,Semi-Auto,OR317,126,124.046,4.079388017
Observer A,1,Semi-Auto,OR317,129,127.648,4.040686441
Observer A,1,Semi-Auto,OR317,132,130.314,3.958445591
Observer A,1,Semi-Auto,OR317,135,133.995,3.697209952
Observer A,1,Semi-Auto,OR317,138,137.121,3.512168041
Observer A,1,Semi-Auto,OR317,141,139.574,3.270283189
Observer A,1,Semi-Auto,OR317,144,143.13,3.229162765
Observer A,1,Semi-Auto,OR317,147,145.84,3.127571127
Observer A,1,Semi-Auto,OR317,150,149.036,3.22795334
Observer A,1,Semi-Auto,OR317,153,152.987,15.27140009
Observer A,1,Semi-Auto,OR317,156,155.653,17.44957317
Observer A,1,Semi-Auto,OR317,159,158.881,17.99018581
Observer A,1,Semi-Auto,OR317,162,161.653,18.33245288
Observer A,1,Semi-Auto,OR317,165,164.721,18.8621807
Observer A,1,Semi-Auto,OR317,168,167.735,18.80291891
Observer A,1,Semi-Auto,OR317,171,170.716,18.7073744
Observer A,1,Semi-Auto,OR317,174,173.69,18.57675658
Observer A,1,Semi-Auto,OR317,177,176.389,18.32519633
Observer A,1,Overlay,B3244,3,2.899,40.988
Observer A,1,Overlay,B3244,6,5.987,41.161
Observer A,1,Overlay,B3244,9,9.159,41.391
Observer A,1,Overlay,B3244,12,11.979,41.014
Observer A,1,Overlay,B3244,15,14.952,40.451
Observer A,1,Overlay,B3244,18,17.804,38.237
Observer A,1,Overlay,B3244,21,20.844,34.499
Observer A,1,Overlay,B3244,24,24.085,35.158
Observer A,1,Overlay,B3244,27,26.996,35.193
Observer A,1,Overlay,B3244,30,30.069,35.725
Observer A,1,Overlay,B3244,33,32.969,35.883
Observer A,1,Overlay,B3244,36,35.803,33.364
Observer A,1,Overlay,B3244,39,38.951,31.742
Observer A,1,Overlay,B3244,42,41.987,31.819
Observer A,1,Overlay,B3244,45,44.907,32.248
Observer A,1,Overlay,B3244,48,47.936,32.66
Observer A,1,Overlay,B3244,51,51.103,33.439
Observer A,1,Overlay,B3244,54,53.908,33.763
Observer A,1,Overlay,B3244,57,57.113,33.634
Observer A,1,Overlay,B3244,60,59.997,32.521
Observer A,1,Overlay,B3244,63,63.011,31.265
Observer A,1,Overlay,B3244,66,65.891,29.294
Observer A,1,Overlay,B3244,69,68.974,25.292
Observer A,1,Overlay,B3244,72,71.928,22.089
Observer A,1,Overlay,B3244,75,74.824,23.374
Observer A,1,Overlay,B3244,78,77.845,24.52
Observer A,1,Overlay,B3244,81,80.991,24.494
Observer A,1,Overlay,B3244,84,84.082,24.32
Observer A,1,Overlay,B3244,87,86.841,22.735
Observer A,1,Overlay,B3244,90,90.2,21.063
Observer A,1,Overlay,B3244,93,93.047,19.379
Observer A,1,Overlay,B3244,96,95.952,15.566
Observer A,1,Overlay,B3244,99,99.121,16.21
Observer A,1,Overlay,B3244,102,101.954,16.666
Observer A,1,Overlay,B3244,105,104.731,17.631
Observer A,1,Overlay,B3244,108,108.015,19.03
Observer A,1,Overlay,B3244,111,110.881,21.285
Observer A,1,Overlay,B3244,114,114.111,23.098
Observer A,1,Overlay,B3244,117,117.324,24.909
Observer A,1,Overlay,B3244,120,119.949,25.718
Observer A,1,Overlay,B3244,123,123.024,26.407
Observer A,1,Overlay,B3244,126,125.816,26.486
Observer A,1,Overlay,B3244,129,129.039,26.128
Observer A,1,Overlay,B3244,132,131.987,24.81
Observer A,1,Overlay,B3244,135,135.13,22.986
Observer A,1,Overlay,B3244,138,137.761,24.91
Observer A,1,Overlay,B3244,141,141.015,28.406
Observer A,1,Overlay,B3244,144,143.881,30.458
Observer A,1,Overlay,B3244,147,146.913,31.134
Observer A,1,Overlay,B3244,150,150.107,31.884
Observer A,1,Overlay,B3244,153,153.018,31.764
Observer A,1,Overlay,B3244,156,155.93,31.894
Observer A,1,Overlay,B3244,159,159.01,31.982
Observer A,1,Overlay,B3244,162,162.076,31.457
Observer A,1,Overlay,B3244,165,164.982,31.371
Observer A,1,Overlay,B3244,168,167.972,31.205
Observer A,1,Overlay,B3244,171,171.041,31.799
Observer A,1,Overlay,B3244,174,174.012,31.881
Observer A,1,Overlay,B3244,177,176.931,31.752
Observer A,1,Overlay,BUR231,3,3.142,32.403
Observer A,1,Overlay,BUR231,6,6.059,32.542
Observer A,1,Overlay,BUR231,9,9.044,32.414
Observer A,1,Overlay,BUR231,12,11.988,31.4
Observer A,1,Overlay,BUR231,15,15.276,30.62
Observer A,1,Overlay,BUR231,18,18.151,30.094
Observer A,1,Overlay,BUR231,21,21.038,29.756
Observer A,1,Overlay,BUR231,24,24.349,28.8
Observer A,1,Overlay,BUR231,27,27.558,27.731
Observer A,1,Overlay,BUR231,30,29.856,26.029
Observer A,1,Overlay,BUR231,33,33.029,20.995
Observer A,1,Overlay,BUR231,36,35.915,20.127
Observer A,1,Overlay,BUR231,39,38.567,17.819
Observer A,1,Overlay,BUR231,42,42.298,17.397
Observer A,1,Overlay,BUR231,45,45.07,17.046
Observer A,1,Overlay,BUR231,48,48.221,16.825
Observer A,1,Overlay,BUR231,51,51.062,16.139
Observer A,1,Overlay,BUR231,54,53.603,15.895
Observer A,1,Overlay,BUR231,57,57.214,15.228
Observer A,1,Overlay,BUR231,60,60.678,11.985
Observer A,1,Overlay,BUR231,63,63.746,11.656
Observer A,1,Overlay,BUR231,66,66.815,11.89
Observer A,1,Overlay,BUR231,69,69.426,12.309
Observer A,1,Overlay,BUR231,72,71.86,12.751
Observer A,1,Overlay,BUR231,75,75.497,13.008
Observer A,1,Overlay,BUR231,78,78.577,13.455
Observer A,1,Overlay,BUR231,81,81.002,13.236
Observer A,1,Overlay,BUR231,84,83.562,13.158
Observer A,1,Overlay,BUR231,87,87.185,13.095
Observer A,1,Overlay,BUR231,90,89.788,13.081
Observer A,1,Overlay,BUR231,93,92.414,12.977
Observer A,1,Overlay,BUR231,96,95.55,13.028
Observer A,1,Overlay,BUR231,99,98.215,12.984
Observer A,1,Overlay,BUR231,102,101.648,12.157
Observer A,1,Overlay,BUR231,105,104.646,12.064
Observer A,1,Overlay,BUR231,108,108.04,11.779
Observer A,1,Overlay,BUR231,111,110.616,11.714
Observer A,1,Overlay,BUR231,114,113.286,11.937
Observer A,1,Overlay,BUR231,117,115.852,12.185
Observer A,1,Overlay,BUR231,120,119.466,12.732
Observer A,1,Overlay,BUR231,123,122.017,12.934
Observer A,1,Overlay,BUR231,126,125.74,13.367
Observer A,1,Overlay,BUR231,129,127.75,13.722
Observer A,1,Overlay,BUR231,132,130.974,13.901
Observer A,1,Overlay,BUR231,135,134.08,13.62
Observer A,1,Overlay,BUR231,138,137.247,13.715
Observer A,1,Overlay,BUR231,141,139.92,14.093
Observer A,1,Overlay,BUR231,144,143.162,16.722
Observer A,1,Overlay,BUR231,147,146.845,17.685
Observer A,1,Overlay,BUR231,150,149.398,18.304
Observer A,1,Overlay,BUR231,153,152.235,18.477
Observer A,1,Overlay,BUR231,156,155.374,18.382
Observer A,1,Overlay,BUR231,159,158.671,18.452
Observer A,1,Overlay,BUR231,162,161.041,20.675
Observer A,1,Overlay,BUR231,165,164.279,23.508
Observer A,1,Overlay,BUR231,168,167.063,26.374
Observer A,1,Overlay,BUR231,171,170.449,27.031
Observer A,1,Overlay,BUR231,174,173.637,27.66
Observer A,1,Overlay,BUR231,177,176.334,27.551
Observer A,1,Overlay,BUR295,3,3.201,41.423
Observer A,1,Overlay,BUR295,6,6.225,41.467
Observer A,1,Overlay,BUR295,9,9.318,41.248
Observer A,1,Overlay,BUR295,12,12.16,40.845
Observer A,1,Overlay,BUR295,15,15.24,40.05
Observer A,1,Overlay,BUR295,18,18.029,39.821
Observer A,1,Overlay,BUR295,21,21.323,39.539
Observer A,1,Overlay,BUR295,24,24.062,38.09
Observer A,1,Overlay,BUR295,27,27.255,32.217
Observer A,1,Overlay,BUR295,30,30.487,30.851
Observer A,1,Overlay,BUR295,33,33.263,30.409
Observer A,1,Overlay,BUR295,36,36.135,30.68
Observer A,1,Overlay,BUR295,39,39.331,30.367
Observer A,1,Overlay,BUR295,42,42.369,29.703
Observer A,1,Overlay,BUR295,45,45.178,28.944
Observer A,1,Overlay,BUR295,48,48.07,27.08
Observer A,1,Overlay,BUR295,51,51.519,25.573
Observer A,1,Overlay,BUR295,54,54.047,25.998
Observer A,1,Overlay,BUR295,57,57.549,25.092
Observer A,1,Overlay,BUR295,60,60.355,23.332
Observer A,1,Overlay,BUR295,63,63.335,23.695
Observer A,1,Overlay,BUR295,66,66.28,23.549
Observer A,1,Overlay,BUR295,69,69.141,23.345
Observer A,1,Overlay,BUR295,72,72.269,22.23
Observer A,1,Overlay,BUR295,75,75.418,22.275
Observer A,1,Overlay,BUR295,78,78.677,22.636
Observer A,1,Overlay,BUR295,81,81.257,22.455
Observer A,1,Overlay,BUR295,84,84.296,21.402
Observer A,1,Overlay,BUR295,87,87.218,22.471
Observer A,1,Overlay,BUR295,90,90.178,24.359
Observer A,1,Overlay,BUR295,93,93.342,25.677
Observer A,1,Overlay,BUR295,96,96.143,26.033
Observer A,1,Overlay,BUR295,99,98.903,26.324
Observer A,1,Overlay,BUR295,102,102.408,26.752
Observer A,1,Overlay,BUR295,105,104.95,26.772
Observer A,1,Overlay,BUR295,108,108.349,26.435
Observer A,1,Overlay,BUR295,111,110.868,25.888
Observer A,1,Overlay,BUR295,114,113.824,26.016
Observer A,1,Overlay,BUR295,117,116.995,26.268
Observer A,1,Overlay,BUR295,120,120.375,26.378
Observer A,1,Overlay,BUR295,123,123.167,26.26
Observer A,1,Overlay,BUR295,126,125.978,26.205
Observer A,1,Overlay,BUR295,129,129.451,30.088
Observer A,1,Overlay,BUR295,132,132.436,30.426
Observer A,1,Overlay,BUR295,135,135.516,30.934
Observer A,1,Overlay,BUR295,138,138.222,35.957
Observer A,1,Overlay,BUR295,141,141.027,37.457
Observer A,1,Overlay,BUR295,144,144.332,38.84
Observer A,1,Overlay,BUR295,147,147.255,39.951
Observer A,1,Overlay,BUR295,150,149.975,39.844
Observer A,1,Overlay,BUR295,153,152.953,39.881
Observer A,1,Overlay,BUR295,156,155.99,42.946
Observer A,1,Overlay,BUR295,159,159.104,43.221
Observer A,1,Overlay,BUR295,162,161.955,43.944
Observer A,1,Overlay,BUR295,165,165.427,44.885
Observer A,1,Overlay,BUR295,168,168.282,46.712
Observer A,1,Overlay,BUR295,171,171.181,46.798
Observer A,1,Overlay,BUR295,174,174.169,46.608
Observer A,1,Overlay,BUR295,177,177.19,46.799
Observer A,1,Overlay,BUR304,3,2.511,25.601
Observer A,1,Overlay,BUR304,6,5.856,23.469
Observer A,1,Overlay,BUR304,9,8.344,22.695
Observer A,1,Overlay,BUR304,12,11.388,21.616
Observer A,1,Overlay,BUR304,15,14.253,19.179
Observer A,1,Overlay,BUR304,18,17.418,12.084
Observer A,1,Overlay,BUR304,21,19.983,11.476
Observer A,1,Overlay,BUR304,24,23.394,11.585
Observer A,1,Overlay,BUR304,27,26.303,11.069
Observer A,1,Overlay,BUR304,30,29.694,10.52
Observer A,1,Overlay,BUR304,33,32.403,9.807
Observer A,1,Overlay,BUR304,36,35.482,9.067
Observer A,1,Overlay,BUR304,39,38.301,8.503
Observer A,1,Overlay,BUR304,42,41.566,8.066
Observer A,1,Overlay,BUR304,45,45,7.789
Observer A,1,Overlay,BUR304,48,48.563,7.357
Observer A,1,Overlay,BUR304,51,50.845,6.879
Observer A,1,Overlay,BUR304,54,53.973,6.74
Observer A,1,Overlay,BUR304,57,57.482,7.22
Observer A,1,Overlay,BUR304,60,60.145,9.723
Observer A,1,Overlay,BUR304,63,62.619,10.671
Observer A,1,Overlay,BUR304,66,65.684,11.177
Observer A,1,Overlay,BUR304,69,68.769,11.25
Observer A,1,Overlay,BUR304,72,72.15,11.683
Observer A,1,Overlay,BUR304,75,75.138,12.046
Observer A,1,Overlay,BUR304,78,78.498,13.211
Observer A,1,Overlay,BUR304,81,81.082,14.308
Observer A,1,Overlay,BUR304,84,84.232,14.955
Observer A,1,Overlay,BUR304,87,87.428,15.899
Observer A,1,Overlay,BUR304,90,90.528,16.292
Observer A,1,Overlay,BUR304,93,93.299,16.951
Observer A,1,Overlay,BUR304,96,96.558,17.407
Observer A,1,Overlay,BUR304,99,99.224,17.782
Observer A,1,Overlay,BUR304,102,102.542,18.131
Observer A,1,Overlay,BUR304,105,105.505,18.095
Observer A,1,Overlay,BUR304,108,108.435,17.907
Observer A,1,Overlay,BUR304,111,111.757,17.808
Observer A,1,Overlay,BUR304,114,114.344,17.742
Observer A,1,Overlay,BUR304,117,117.548,17.599
Observer A,1,Overlay,BUR304,120,120.964,17.498
Observer A,1,Overlay,BUR304,123,123.827,17.385
Observer A,1,Overlay,BUR304,126,127.05,16.693
Observer A,1,Overlay,BUR304,129,129.771,15.732
Observer A,1,Overlay,BUR304,132,132.75,14.891
Observer A,1,Overlay,BUR304,135,136.323,14.962
Observer A,1,Overlay,BUR304,138,138.991,14.889
Observer A,1,Overlay,BUR304,141,142.088,15.284
Observer A,1,Overlay,BUR304,144,145.039,16.895
Observer A,1,Overlay,BUR304,147,148.007,17.908
Observer A,1,Overlay,BUR304,150,151.003,18.177
Observer A,1,Overlay,BUR304,153,153.8,18.427
Observer A,1,Overlay,BUR304,156,156.861,18.792
Observer A,1,Overlay,BUR304,159,160.124,18.853
Observer A,1,Overlay,BUR304,162,162.633,19.085
Observer A,1,Overlay,BUR304,165,165.564,19.54
Observer A,1,Overlay,BUR304,168,168.518,26.853
Observer A,1,Overlay,BUR304,171,171.477,28.488
Observer A,1,Overlay,BUR304,174,174.311,29.397
Observer A,1,Overlay,BUR304,177,177.112,29.662
Observer A,1,Overlay,BUR391,3,3.18,31.153
Observer A,1,Overlay,BUR391,6,6.132,35.032
Observer A,1,Overlay,BUR391,9,9.236,35.869
Observer A,1,Overlay,BUR391,12,12.144,34.893
Observer A,1,Overlay,BUR391,15,14.848,32.027
Observer A,1,Overlay,BUR391,18,17.969,28.022
Observer A,1,Overlay,BUR391,21,21.176,17.207
Observer A,1,Overlay,BUR391,24,23.767,17.216
Observer A,1,Overlay,BUR391,27,27.216,17.068
Observer A,1,Overlay,BUR391,30,30.046,17.034
Observer A,1,Overlay,BUR391,33,33.69,17.199
Observer A,1,Overlay,BUR391,36,35.816,17.29
Observer A,1,Overlay,BUR391,39,39.388,17.763
Observer A,1,Overlay,BUR391,42,42.022,17.702
Observer A,1,Overlay,BUR391,45,45,17.375
Observer A,1,Overlay,BUR391,48,48.048,17.297
Observer A,1,Overlay,BUR391,51,51.814,16.374
Observer A,1,Overlay,BUR391,54,54.652,15.257
Observer A,1,Overlay,BUR391,57,57.619,14.062
Observer A,1,Overlay,BUR391,60,60.255,14.012
Observer A,1,Overlay,BUR391,63,63.184,14.76
Observer A,1,Overlay,BUR391,66,65.821,15.542
Observer A,1,Overlay,BUR391,69,69.974,16.468
Observer A,1,Overlay,BUR391,72,72.108,19.273
Observer A,1,Overlay,BUR391,75,74.745,19.756
Observer A,1,Overlay,BUR391,78,77.555,21.428
Observer A,1,Overlay,BUR391,81,80.969,22.06
Observer A,1,Overlay,BUR391,84,83.82,22.78
Observer A,1,Overlay,BUR391,87,87.155,23.25
Observer A,1,Overlay,BUR391,90,90,23.222
Observer A,1,Overlay,BUR391,93,93.219,23.115
Observer A,1,Overlay,BUR391,96,95.954,23.635
Observer A,1,Overlay,BUR391,99,99.063,23.804
Observer A,1,Overlay,BUR391,102,102.265,23.761
Observer A,1,Overlay,BUR391,105,105.224,23.616
Observer A,1,Overlay,BUR391,108,108.548,23.125
Observer A,1,Overlay,BUR391,111,110.985,22.558
Observer A,1,Overlay,BUR391,114,114.349,21.699
Observer A,1,Overlay,BUR391,117,116.74,21.17
Observer A,1,Overlay,BUR391,120,119.795,20.626
Observer A,1,Overlay,BUR391,123,122.905,20.461
Observer A,1,Overlay,BUR391,126,126.455,19.925
Observer A,1,Overlay,BUR391,129,129.053,19.71
Observer A,1,Overlay,BUR391,132,131.704,19.535
Observer A,1,Overlay,BUR391,135,134.706,19.909
Observer A,1,Overlay,BUR391,138,137.643,19.93
Observer A,1,Overlay,BUR391,141,141.34,20.336
Observer A,1,Overlay,BUR391,144,143.791,20.041
Observer A,1,Overlay,BUR391,147,146.768,20.022
Observer A,1,Overlay,BUR391,150,150.046,19.666
Observer A,1,Overlay,BUR391,153,152.87,19.632
Observer A,1,Overlay,BUR391,156,156.038,19.908
Observer A,1,Overlay,BUR391,159,159.075,21.015
Observer A,1,Overlay,BUR391,162,162.051,21.54
Observer A,1,Overlay,BUR391,165,165.088,27.438
Observer A,1,Overlay,BUR391,168,167.634,27.585
Observer A,1,Overlay,BUR391,171,171.027,33.231
Observer A,1,Overlay,BUR391,174,173.791,34.605
Observer A,1,Overlay,BUR391,177,177.047,36.314
Observer A,1,Overlay,BUR602,3,3.122,29.112
Observer A,1,Overlay,BUR602,6,5.952,28.046
Observer A,1,Overlay,BUR602,9,8.842,24.141
Observer A,1,Overlay,BUR602,12,11.872,23.839
Observer A,1,Overlay,BUR602,15,14.952,24.141
Observer A,1,Overlay,BUR602,18,17.84,24.222
Observer A,1,Overlay,BUR602,21,20.882,24.531
